parameterization,ell,z_m,kr_bg_m-1,w0_bg_m,lg_r_rms_m,bg_r_rms_m,relative_difference_percent
fixed_w0_adjust_kr,14,687.5,202.92788735516524,0.04,0.07012576501718205,0.07014298938895154,0.024562116028632498
fixed_w0_adjust_kr,14,750.0,202.92788735516524,0.04,0.0704369597403584,0.07045736709598806,0.028972510603631218
fixed_w0_adjust_kr,14,812.5,202.92788735516524,0.04,0.0707736625063184,0.0707974981667177,0.033678715436215666
fixed_w0_adjust_kr,14,875.0,202.92788735516524,0.04,0.07113551216403269,0.07116301501924342,0.03866262345495582
fixed_w0_adjust_kr,14,937.5,202.92788735516524,0.04,0.07152212593841378,0.07155352616437577,0.04390281405928032
fixed_w0_adjust_kr,14,1000.0,202.92788735516524,0.04,0.07193310510029098,0.0719686268137162,0.04938159332298124
fixed_w0_adjust_kr,15,0.0,209.50072784483083,0.04,0.07071067811865475,0.0707106787925777,9.530709691342101e-07
fixed_w0_adjust_kr,15,62.5,209.50072784483083,0.04,0.07072502125757041,0.07072516284427909,0.000200193235942867
fixed_w0_adjust_kr,15,125.0,209.50072784483083,0.04,0.07076803323206847,0.07076859721287321,0.0007969428836443995
fixed_w0_adjust_kr,15,187.5,209.50072784483083,0.04,0.07083966182007481,0.07084092863106553,0.0017882792748733847
fixed_w0_adjust_kr,15,250.0,209.50072784483083,0.04,0.07093982034189678,0.07094206876029376,0.0031694729224626787
fixed_w0_adjust_kr,15,312.5,209.50072784483083,0.04,0.07106838808905869,0.07107189440627401,0.004933722727649158
fixed_w0_adjust_kr,15,375.0,209.50072784483083,0.04,0.07122521145725197,0.07123024913142999,0.0070728806204273425
fixed_w0_adjust_kr,15,437.5,209.50072784483083,0.04,0.07141010396655839,0.07141694271009492,0.009576716958339157
fixed_w0_adjust_kr,15,500.0,209.50072784483083,0.04,0.07162284859290605,0.07163175409020549,0.012433877560579582
fixed_w0_adjust_kr,15,562.5,209.50072784483083,0.04,0.07186319760075187,0.07187443037731066,0.015630777552085827
fixed_w0_adjust_kr,15,625.0,209.50072784483083,0.04,0.07213087509734095,0.07214469080996141,0.019153673932027895
fixed_w0_adjust_kr,15,687.5,209.50072784483083,0.04,0.07242557878040069,0.07244222749455904,0.022987340161728775
fixed_w0_adjust_kr,15,750.0,209.50072784483083,0.04,0.07274697923983477,0.0727667044697021,0.02711484390616536
fixed_w0_adjust_kr,15,812.5,209.50072784483083,0.04,0.07309472435358567,0.07311776319020423,0.03151915110467893
fixed_w0_adjust_kr,15,875.0,209.50072784483083,0.04,0.07346844080323592,0.07349502390166629,0.03618301700667207
fixed_w0_adjust_kr,15,937.5,209.50072784483083,0.04,0.07386773423084197,0.07389808471513139,0.04108760693074072
fixed_w0_adjust_kr,15,1000.0,209.50072784483083,0.04,0.07429219179866092,0.07432652615477886,0.046215295694851916
fixed_w0_adjust_kr,16,0.0,215.87378817948,0.04,0.07288689868556626,0.07288689838305758,-4.1503849144902616e-07
fixed_w0_adjust_kr,16,62.5,215.87378817948,0.04,0.07290168325575018,0.07290181944680887,0.00018681469701689466
fixed_w0_adjust_kr,16,125.0,215.87378817948,0.04,0.07294601898724085,0.07294656432563493,0.0007475917146028281
fixed_w0_adjust_kr,16,187.5,215.87378817948,0.04,0.07301985204331331,0.07302107816878325,0.0016791672889444286
fixed_w0_adjust_kr,16,250.0,215.87378817948,0.04,0.0731230930988809,0.07312527005043797,0.0029771054051530486
fixed_w0_adjust_kr,16,312.5,215.87378817948,0.04,0.07325561770539117,0.07325901310659556,0.004635004537191324
fixed_w0_adjust_kr,16,375.0,215.87378817948,0.04,0.07341726751731814,0.07342214625043134,0.006645212057291768
fixed_w0_adjust_kr,16,437.5,215.87378817948,0.04,0.07360785027488052,0.07361447351758674,0.008998011328247905
fixed_w0_adjust_kr,16,500.0,215.87378817948,0.04,0.07382714255198009,0.07383576783708157,0.011683081321221974
fixed_w0_adjust_kr,16,562.5,215.87378817948,0.04,0.0740748885970511,0.0740857681915839,0.0146872911169473
fixed_w0_adjust_kr,16,625.0,215.87378817948,0.04,0.07435080431033446,0.07436418585382924,0.01799784631640324
fixed_w0_adjust_kr,16,687.5,215.87378817948,0.04,0.07465457790949248,0.07467070360431066,0.021600409874034693
fixed_w0_adjust_kr,16,750.0,215.87378817948,0.04,0.07498586986117957,0.07500497565076843,0.025479186444363876
fixed_w0_adjust_kr,16,812.5,215.87378817948,0.04,0.07534431736183125,0.07536663287040668,0.02961803803763916
fixed_w0_adjust_kr,16,875.0,215.87378817948,0.04,0.07572953511250927,0.07575528349481168,0.034000449447054285
fixed_w0_adjust_kr,16,937.5,215.87378817948,0.04,0.07614111784167346,0.07617051592706572,0.038609999728914546
fixed_w0_adjust_kr,16,1000.0,215.87378817948,0.04,0.0765786387288335,0.07661189581689522,0.043428674906958675
fixed_w0_adjust_kr,17,0.0,222.06421719471334,0.04,0.075,0.07499999994961458,-6.718055741335624e-08
fixed_w0_adjust_kr,17,62.5,222.06421719471334,0.04,0.075015213197781,0.07501534561140599,0.0001765156950846239
fixed_w0_adjust_kr,17,125.0,222.06421719471334,0.04,0.07506083429082136,0.07506136377303699,0.000705404117380559
fixed_w0_adjust_kr,17,187.5,222.06421719471334,0.04,0.07513680787751886,0.07513799805373796,0.0015840122207921381
fixed_w0_adjust_kr,17,250.0,222.06421719471334,0.04,0.07524304205530616,0.0752451549838672,0.0028081381391956263
fixed_w0_adjust_kr,17,312.5,222.06421719471334,0.04,0.07537940876814579,0.07538270420098685,0.004371794492566578
fixed_w0_adjust_kr,17,375.0,222.06421719471334,0.04,0.07554574502970181,0.07555048000355488,0.006267690988039429
fixed_w0_adjust_kr,17,437.5,222.06421719471334,0.04,0.07574185300293651,0.07574828093956461,0.008486637668936628
fixed_w0_adjust_kr,17,500.0,222.06421719471334,0.04,0.07596750299270254,0.07597587391309296,0.011019080607701836
fixed_w0_adjust_kr,17,562.5,222.06421719471334,0.04,0.07622243156378632,0.07623299031955977,0.013852556992511476
fixed_w0_adjust_kr,17,625.0,222.06421719471334,0.04,0.07650634656641776,0.07651933346081453,0.016974924277029894
fixed_w0_adjust_kr,17,687.5,222.06421719471334,0.04,0.07681892697957556,0.07683457699603105,0.02037260486553877
fixed_w0_adjust_kr,17,750.0,222.06421719471334,0.04,0.07715982353771159,0.07717836573641317,0.024030898272488825
fixed_w0_adjust_kr,17,812.5,222.06421719471334,0.04,0.07752866306105392,0.07755032028720522,0.027934476484194365
fixed_w0_adjust_kr,17,875.0,222.06421719471334,0.04,0.07792504850992155,0.07795003709986362,0.03206746793220076
fixed_w0_adjust_kr,17,937.5,222.06421719471334,0.04,0.07834856407769449,0.0783770950380305,0.036415422122765516
fixed_w0_adjust_kr,17,1000.0,222.06421719471334,0.04,0.07879876930374437,0.07883104521764202,0.04095992130693923
fixed_w0_adjust_kr,18,0.0,228.08686040028428,0.04,0.0770551750371122,0.07705517487292349,-2.130794175703811e-07
fixed_w0_adjust_kr,18,62.5,228.08686040028428,0.04,0.07707080511215829,0.07707093371898331,0.00016686840735041843
fixed_w0_adjust_kr,18,125.0,228.08686040028428,0.04,0.0771176763300421,0.07711819093555823,0.0006672990429950122
fixed_w0_adjust_kr,18,187.5,228.08686040028428,0.04,0.0771957317702977,0.07719688865869369,0.0014986429553208358
fixed_w0_adjust_kr,18,250.0,228.08686040028428,0.04,0.07730487701419969,0.07730693092215217,0.002656893111804162
fixed_w0_adjust_kr,18,312.5,228.08686040028428,0.04,0.07744498052040447,0.07744818400505049,0.0041364651711429
fixed_w0_adjust_kr,18,375.0,228.08686040028428,0.04,0.0776158747564375,0.07762047764759335,0.005930347587132129
fixed_w0_adjust_kr,18,437.5,228.08686040028428,0.04,0.07781735650726623,0.07782360515578905,0.008029890506799307
fixed_w0_adjust_kr,18,500.0,228.08686040028428,0.04,0.07804918987870493,0.07805732733266715,0.010426058201073726
fixed_w0_adjust_kr,18,562.5,228.08686040028428,0.04,0.07831110411218274,0.07832136850927894,0.013107205181905062
fixed_w0_adjust_kr,18,625.0,228.08686040028428,0.04,0.07860279913096783,0.07861542405043775,0.016061666517605815
fixed_w0_adjust_kr,18,687.5,228.08686040028428,0.04,0.07892394490770177,0.07893915869539223,0.019276517042130174
fixed_w0_adjust_kr,18,750.0,228.08686040028428,0.04,0.07927418278877361,0.07929220817250351,0.022738025288672647
fixed_w0_adjust_kr,18,812.5,228.08686040028428,0.04,0.07965312950268885,0.0796741831714126,0.026431690575370703
fixed_w0_adjust_kr,18,875.0,228.08686040028428,0.04,0.08006037656116613,0.08008466865565472,0.030342218625506397
fixed_w0_adjust_kr,18,937.5,228.08686040028428,0.04,0.08049549774342758,0.08052323373303164,0.03445657258056655
fixed_w0_adjust_kr,18,1000.0,228.08686040028428,0.04,0.08095803951979198,0.08098941583432882,0.03875626771961296
fixed_w0_adjust_kr,19,0.0,233.9546495945516,0.04,0.07905694150420949,0.07905694137821212,-1.593754614352513e-07
fixed_w0_adjust_kr,19,62.5,233.9546495945516,0.04,0.07907297762266802,0.07907310286692391,0.00015839071660427717
fixed_w0_adjust_kr,19,125.0,233.9546495945516,0.04,0.07912106647701243,0.07912156752604385,0.0006332688040338303
fixed_w0_adjust_kr,19,187.5,233.9546495945516,0.04,0.07920114966961295,0.07920227604731916,0.001422173429194239
fixed_w0_adjust_kr,19,250.0,233.9546495945516,0.04,0.07931313032429929,0.07931513002497736,0.002521273173681552
fixed_w0_adjust_kr,19,312.5,233.9546495945516,0.04,0.07945687352026204,0.07945999247711377,0.003925345553569735
fixed_w0_adjust_kr,19,375.0,233.9546495945516,0.04,0.07963220727792059,0.07963668868096399,0.005627626304221982
fixed_w0_adjust_kr,19,437.5,233.9546495945516,0.04,0.07983892318996441,0.0798450069133435,0.007619996783533169
fixed_w0_adjust_kr,19,500.0,233.9546495945516,0.04,0.08007677920194534,0.08008470180553863,0.00989375905506127
fixed_w0_adjust_kr,19,562.5,233.9546495945516,0.04,0.08034549757824695,0.08035549104477191,0.012438116417444443
fixed_w0_adjust_kr,19,625.0,233.9546495945516,0.04,0.08064477043466386,0.08065706216827927,0.015241823554275677
fixed_w0_adjust_kr,19,687.5,233.9546495945516,0.04,0.08097425896535629,0.08098907120503342,0.018292528843598943
fixed_w0_adjust_kr,19,750.0,233.9546495945516,0.04,0.08133359541920394,0.08135114501985105,0.02157730831479189
fixed_w0_adjust_kr,19,812.5,233.9546495945516,0.04,0.08172238669802522,0.08174288473461745,0.025082523186675663
fixed_w0_adjust_kr,19,875.0,233.9546495945516,0.04,0.0821402131999423,0.0821638641723544,0.02879341493127749
fixed_w0_adjust_kr,19,937.5,233.9546495945516,0.04,0.08258663822729051,0.08261364226170682,0.03269782497017872
fixed_w0_adjust_kr,19,1000.0,233.9546495945516,0.04,0.0830611959306395,0.08309174395145208,0.03677772811998558
fixed_w0_adjust_kr,20,0.0,239.67893956234104,0.04,0.08100925873009826,0.0810092587046625,-3.139858950002245e-08
fixed_w0_adjust_kr,20,62.5,239.67893956234104,0.04,0.08102569086137977,0.08102581306139718,0.0001508163844226293
fixed_w0_adjust_kr,20,125.0,239.67893956234104,0.04,0.0810749672726146,0.08107545585073891,0.000602625126787019
fixed_w0_adjust_kr,20,187.5,239.67893956234104,0.04,0.08115702812643302,0.08115812635199957,0.0013532106730567977
fixed_w0_adjust_kr,20,250.0,239.67893956234104,0.04,0.08127177414713004,0.08127372378563474,0.00239891219942979
fixed_w0_adjust_kr,20,312.5,239.67893956234104,0.04,0.08141906712241063,0.08142210796790521,0.0037348075850600826
fixed_w0_adjust_kr,20,375.0,239.67893956234104,0.04,0.08159873073313428,0.08160309984450155,0.005354386432254344
fixed_w0_adjust_kr,20,437.5,239.67893956234104,0.04,0.08181055154380747,0.08181648282945075,0.007250025249018685
fixed_w0_adjust_kr,20,500.0,239.67893956234104,0.04,0.08205428137573587,0.08206200536361377,0.009413266131156043
fixed_w0_adjust_kr,20,562.5,239.67893956234104,0.04,0.08232963581922556,0.08233937877905262,0.011834085903709326
fixed_w0_adjust_kr,20,625.0,239.67893956234104,0.04,0.08263629931412947,0.0826482829592485,0.014501672047874128
fixed_w0_adjust_kr,20,687.5,239.67893956234104,0.04,0.0829739245021719,0.08298836544634827,0.017404195671121402
fixed_w0_adjust_kr,20,750.0,239.67893956234104,0.04,0.08334213477607905,0.08335924441410125,0.02052939736686059
fixed_w0_adjust_kr,20,812.5,239.67893956234104,0.04,0.08374052745060437,0.08376051169380154,0.023864482115854135
fixed_w0_adjust_kr,20,875.0,239.67893956234104,0.04,0.08416867217443623,0.08419173036997313,0.027395223117113444
fixed_w0_adjust_kr,20,937.5,239.67893956234104,0.04,0.08462612161507738,0.08465244872251172,0.031109906648085342
fixed_w0_adjust_kr,20,1000.0,239.67893956234104,0.04,0.08511239844084646,0.08514218055437632,0.034991510138862876
fixed_product_adjust_kr,1,0.0,76.45653530571334,0.039237979958213196,0.025,0.025000000020264312,8.10572442500046e-08
fixed_product_adjust_kr,1,62.5,76.45653530571334,0.039237979958213196,0.025005071066585213,0.025005467429214827,0.0015851289866687659
fixed_product_adjust_kr,1,125.0,76.45653530571334,0.039237979958213196,0.025020278099571705,0.025021862488121206,0.006332417822037086
fixed_product_adjust_kr,1,187.5,76.45653530571334,0.039237979958213196,0.02504560264464796,0.025049163750559978,0.014218487622532276
fixed_product_adjust_kr,1,250.0,76.45653530571334,0.039237979958213196,0.025081014028934905,0.02508733557909531,0.025204523840665072
fixed_product_adjust_kr,1,312.5,76.45653530571334,0.039237979958213196,0.025126469751716184,0.025136328593470165,0.03923687589780542
fixed_product_adjust_kr,1,375.0,76.45653530571334,0.039237979958213196,0.025181915084726714,0.025196079365048522,0.05624782815028576
fixed_product_adjust_kr,1,437.5,76.45653530571334,0.039237979958213196,0.025247284710031567,0.02526651207020926,0.07615615064559281
fixed_product_adjust_kr,1,500.0,76.45653530571334,0.039237979958213196,0.025322501039165078,0.025347536819046484,0.09886772180474591
fixed_product_adjust_kr,1,562.5,76.45653530571334,0.039237979958213196,0.025407477564117896,0.02543905379978176,0.12427930157246055
fixed_product_adjust_kr,1,625.0,76.45653530571334,0.039237979958213196,0.025502116161911514,0.025540948643227236,0.15227160392956096
fixed_product_adjust_kr,1,687.5,76.45653530571334,0.039237979958213196,0.025606309131885847,0.02565309833458606,0.18272529031507012
fixed_product_adjust_kr,1,750.0,76.45653530571334,0.039237979958213196,0.02571994147228052,0.02577536922023884,0.2155049536876178
fixed_product_adjust_kr,1,812.5,76.45653530571334,0.039237979958213196,0.025842887651257626,0.025907617531158635,0.25047464035180733
fixed_product_adjust_kr,1,875.0,76.45653530571334,0.039237979958213196,0.025975017630745945,0.026049693390450136,0.2874906988159266
fixed_product_adjust_kr,1,937.5,76.45653530571334,0.039237979958213196,0.026116187671096032,0.026201432664538647,0.32640672718460767
fixed_product_adjust_kr,1,1000.0,76.45653530571334,0.039237979958213196,0.02626625659499351,0.026362672249451376,0.3670704049858506
fixed_product_adjust_kr,2,0.0,85.34485692708532,0.03515150306670572,0.03061862178478973,0.030618622075038293,9.479478430024898e-07
fixed_product_adjust_kr,2,62.5,85.34485692708532,0.03515150306670572,0.030624832545896315,0.030624923334142972,0.0002964530386266989
fixed_product_adjust_kr,2,125.0,85.34485692708532,0.03515150306670572,0.030643457276501293,0.030643819337126895,0.0011815266871981944
fixed_product_adjust_kr,2,187.5,85.34485692708532,0.03515150306670572,0.030674473399969645,0.03067528685928995,0.0026519096504101776
fixed_product_adjust_kr,2,250.0,85.34485692708532,0.03515150306670572,0.030717843274342047,0.030719287116465148,0.004700336902580355
fixed_product_adjust_kr,2,312.5,85.34485692708532,0.03515150306670572,0.03077351490852044,0.030775766653205642,0.0073171514267848315
fixed_product_adjust_kr,2,375.0,85.34485692708532,0.03515150306670572,0.03084142139172219,0.03084465662439506,0.010489894845571626
fixed_product_adjust_kr,2,437.5,85.34485692708532,0.03515150306670572,0.030921482412202782,0.030925874336069657,0.014203471257709066
fixed_product_adjust_kr,2,500.0,85.34485692708532,0.03515150306670572,0.0310136031719657,0.03101932221137685,0.01844042235092132
fixed_product_adjust_kr,2,562.5,85.34485692708532,0.03515150306670572,0.03111767797110835,0.031124891800489305,0.023182415434895326
fixed_product_adjust_kr,2,625.0,85.34485692708532,0.03515150306670572,0.031233585757957937,0.031242458274729042,0.028406974594149863
fixed_product_adjust_kr,2,687.5,85.34485692708532,0.03515150306670572,0.03136119591509244,0.031371887695839304,0.034092388491211184
fixed_product_adjust_kr,2,750.0,85.34485692708532,0.03515150306670572,0.03150036656686866,0.03151303406188091,0.0402138019104124
fixed_product_adjust_kr,2,812.5,85.34485692708532,0.03515150306670572,0.03165094439556644,0.03166573973443773,0.04674533147062311
fixed_product_adjust_kr,2,875.0,85.34485692708532,0.03515150306670572,0.031812769421611854,0.03182984072343746,0.05366179095998261
fixed_product_adjust_kr,2,937.5,85.34485692708532,0.03515150306670572,0.031985667965523865,0.032005158532560064,0.06093531345728926
fixed_product_adjust_kr,2,1000.0,85.34485692708532,0.03515150306670572,0.032169462644449025,0.03219151050340384,0.06853660938790568
fixed_product_adjust_kr,3,0.0,91.91068230650336,0.03264038438965791,0.03535533905932738,0.035355339572282575,1.450856379429477e-06
fixed_product_adjust_kr,3,62.5,91.91068230650336,0.03264038438965791,0.03536251062874197,0.03536254061140216,8.47865710375026e-05
fixed_product_adjust_kr,3,125.0,91.91068230650336,0.03264038438965791,0.03538401661586137,0.035384134935844296,0.0003343882188586949
fixed_product_adjust_kr,3,187.5,91.91068230650336,0.03264038438965791,0.0354198309566769,0.0354200962752835,0.0007490679640176388
fixed_product_adjust_kr,3,250.0,91.91068230650336,0.03264038438965791,0.035469910170258606,0.03547038076787327,0.0013267516393547433
fixed_product_adjust_kr,3,312.5,91.91068230650336,0.03264038438965791,0.03553419422378791,0.03553492793039755,0.002064790339752365
fixed_product_adjust_kr,3,375.0,91.91068230650336,0.03264038438965791,0.03561260591417408,0.03561365990441273,0.0029595987476709394
fixed_product_adjust_kr,3,437.5,91.91068230650336,0.03264038438965791,0.0357050523130972,0.03570648299821443,0.004006954267101554
fixed_product_adjust_kr,3,500.0,91.91068230650336,0.03264038438965791,0.03581142429372023,0.0358132871774907,0.005201925941824236
fixed_product_adjust_kr,3,562.5,91.91068230650336,0.03264038438965791,0.03593159930496579,0.03593394900048344,0.006539356897827813
fixed_product_adjust_kr,3,625.0,91.91068230650336,0.03264038438965791,0.03606543825514286,0.036068328257072776,0.00801321727873611
fixed_product_adjust_kr,3,687.5,91.91068230650336,0.03264038438965791,0.03621278980411383,0.036216272306569444,0.009616774831347897
fixed_product_adjust_kr,3,750.0,91.91068230650336,0.03264038438965791,0.03637349034658404,0.0363776164465794,0.011343701019736868
fixed_product_adjust_kr,3,812.5,91.91068230650336,0.03264038438965791,0.03654736278482663,0.036552181975647226,0.01318615203228657
fixed_product_adjust_kr,3,875.0,91.91068230650336,0.03264038438965791,0.03673422168392847,0.036739782301924984,0.01513743245838135
fixed_product_adjust_kr,3,937.5,91.91068230650336,0.03264038438965791,0.03693386839603676,0.036940217100253164,0.01718938332786437
fixed_product_adjust_kr,3,1000.0,91.91068230650336,0.03264038438965791,0.03714609588879252,0.037153277715638984,0.0193340017964799
fixed_product_adjust_kr,4,0.0,96.54327485407107,0.03107414788378183,0.03952847075210474,0.039528470918531684,4.2103055976049087e-07
fixed_product_adjust_kr,4,62.5,96.54327485407107,0.03107414788378183,0.03953648881228184,0.03953650091366643,3.0608141876999734e-05
fixed_product_adjust_kr,4,125.0,96.54327485407107,0.03107414788378183,0.03956053324229526,0.03956058111951557,0.0001210226869620942
fixed_product_adjust_kr,4,187.5,96.54327485407107,0.03107414788378183,0.03960057487635896,0.03960068228385477,0.00027122711260987577
fixed_product_adjust_kr,4,250.0,96.54327485407107,0.03107414788378183,0.039656565177269086,0.03965675572438412,0.0004804932403479831
fixed_product_adjust_kr,4,312.5,96.54327485407107,0.03107414788378183,0.03972843690229714,0.03972873400687229,0.0007478385718549146
fixed_product_adjust_kr,4,375.0,96.54327485407107,0.03107414788378183,0.03981610380427051,0.03981653061123758,0.0010719455855487169
fixed_product_adjust_kr,4,437.5,96.54327485407107,0.03107414788378183,0.039919461931494975,0.03992004129334224,0.0014513267945900931
fixed_product_adjust_kr,4,500.0,96.54327485407107,0.03107414788378183,0.04003838966087374,0.04003914408253841,0.0018842457727796132
fixed_product_adjust_kr,4,562.5,96.54327485407107,0.03107414788378183,0.040172749071154625,0.040173700626880006,0.0023686597192938016
fixed_product_adjust_kr,4,625.0,96.54327485407107,0.03107414788378183,0.040322385777620026,0.04032355618845668,0.002902632902492482
fixed_product_adjust_kr,4,687.5,96.54327485407107,0.03107414788378183,0.04048712974676907,0.040488540105468276,0.00348347415099751
fixed_product_adjust_kr,4,750.0,96.54327485407107,0.03107414788378183,0.04066679835701048,0.04066846936129804,0.004109013630452318
fixed_product_adjust_kr,4,812.5,96.54327485407107,0.03107414788378183,0.0408611939478788,0.04086314569178858,0.004776521978948081
fixed_product_adjust_kr,4,875.0,96.54327485407107,0.03107414788378183,0.04107010790831047,0.04107235990270031,0.005483293092072297
fixed_product_adjust_kr,4,937.5,96.54327485407107,0.03107414788378183,0.041293320018329,0.04129589122107678,0.006226679633999821
fixed_product_adjust_kr,4,1000.0,96.54327485407107,0.03107414788378183,0.04153059819631527,0.04153350690680251,0.007003777006755009
fixed_product_adjust_kr,5,0.0,99.91750400003691,0.03002476923361588,0.04330127018922194,0.04330126920243638,-2.2788836416853396e-06
fixed_product_adjust_kr,5,62.5,99.91750400003691,0.03002476923361588,0.04331005353594112,0.043310058153143816,1.0660810411454876e-05
fixed_product_adjust_kr,5,125.0,99.91750400003691,0.03002476923361588,0.043336392894936945,0.04333641431047568,4.9416984895743163e-05
fixed_product_adjust_kr,5,187.5,99.91750400003691,0.03002476923361588,0.04338025627979404,0.04338030564408535,0.00011379437453994955
fixed_product_adjust_kr,5,250.0,99.91750400003691,0.03002476923361588,0.043441590631299,0.04344167903674081,0.00020350415471133166
fixed_product_adjust_kr,5,312.5,99.91750400003691,0.03002476923361588,0.043520322098524904,0.04352046053183262,0.0003180888859219649
fixed_product_adjust_kr,5,375.0,99.91750400003691,0.03002476923361588,0.043616356331110925,0.043616555658046355,0.00045700042872971194
fixed_product_adjust_kr,5,437.5,99.91750400003691,0.03002476923361588,0.043729579420588076,0.043729850374102215,0.0006196115254923737
fixed_product_adjust_kr,5,500.0,99.91750400003691,0.03002476923361588,0.04385985848483159,0.043860211655887237,0.0008052261631568186
fixed_product_adjust_kr,5,562.5,99.91750400003691,0.03002476923361588,0.04400704157791989,0.044007487296390736,0.0010128344348206467
fixed_product_adjust_kr,5,625.0,99.91750400003691,0.03002476923361588,0.044170960395234896,0.04417150887150675,0.001241712353418759
fixed_product_adjust_kr,5,687.5,99.91750400003691,0.03002476923361588,0.04435142839929753,0.04435208954846402,0.0014907054639555957
fixed_product_adjust_kr,5,750.0,99.91750400003691,0.03002476923361588,0.04454824528990712,0.04454902879143603,0.001758770797399709
fixed_product_adjust_kr,5,812.5,99.91750400003691,0.03002476923361588,0.04476119533822357,0.04476211068822492,0.002044963264351875
fixed_product_adjust_kr,5,875.0,99.91750400003691,0.03002476923361588,0.044990048513043786,0.04499110480239206,0.002347828871461521
fixed_product_adjust_kr,5,937.5,99.91750400003691,0.03002476923361588,0.045234565329898134,0.0452357715309776,0.0026665472977849608
fixed_product_adjust_kr,5,1000.0,99.91750400003691,0.03002476923361588,0.045494491372448015,0.04549585610109172,0.0029997667905154826
fixed_product_adjust_kr,6,0.0,102.46531040146915,0.029278201454186838,0.04677071733467427,0.04677071725623946,-1.6770068681620187e-07
fixed_product_adjust_kr,6,62.5,102.46531040146915,0.029278201454186838,0.04678020443405339,0.04678020728253873,6.0890827175571534e-06
fixed_product_adjust_kr,6,125.0,102.46531040146915,0.029278201454186838,0.04680865419521598,0.04680866581734487,2.4829017392274794e-05
fixed_product_adjust_kr,6,187.5,102.46531040146915,0.029278201454186838,0.046856032042074856,0.04685605825993534,5.59540775096905e-05
fixed_product_adjust_kr,6,250.0,102.46531040146915,0.029278201454186838,0.04692228074453799,0.04692232735500438,9.933546632799653e-05
fixed_product_adjust_kr,6,312.5,102.46531040146915,0.029278201454186838,0.04700732037581007,0.04700739311062773,0.0001547308314542327
fixed_product_adjust_kr,6,375.0,102.46531040146915,0.029278201454186838,0.04711104918075777,0.047111153718037195,0.00022189546028155333
fixed_product_adjust_kr,6,437.5,102.46531040146915,0.029278201454186838,0.047233344053126465,0.0472334859968323,0.0003005158933446611
fixed_product_adjust_kr,6,500.0,102.46531040146915,0.029278201454186838,0.047374061690728574,0.0473742465866369,0.0003902893307608725
fixed_product_adjust_kr,6,562.5,102.46531040146915,0.029278201454186838,0.04753303746239534,0.0475332706871235,0.0004906581624337848
fixed_product_adjust_kr,6,625.0,102.46531040146915,0.029278201454186838,0.047710089872648326,0.047710376756415034,0.0006013062802303287
fixed_product_adjust_kr,6,687.5,102.46531040146915,0.029278201454186838,0.04790501769907869,0.04790536343880258,0.0007217192279458845
fixed_product_adjust_kr,6,750.0,102.46531040146915,0.029278201454186838,0.0481176040513976,0.04811801368083265,0.0008513088777405152
fixed_product_adjust_kr,6,812.5,102.46531040146915,0.029278201454186838,0.048347616620051576,0.04834809512494308,0.0009897176426755926
fixed_product_adjust_kr,6,875.0,102.46531040146915,0.029278201454186838,0.048594805913430905,0.04859535800529179,0.0011361129044765823
fixed_product_adjust_kr,6,937.5,102.46531040146915,0.029278201454186838,0.04885891433210041,0.0488595447374534,0.0012902565716131195
fixed_product_adjust_kr,6,1000.0,102.46531040146915,0.029278201454186838,0.04913966711637078,0.04914038034668163,0.0014514349663054982
fixed_product_adjust_kr,7,0.0,104.45011071971608,0.028721846050027384,0.05000000000000001,0.049999999740091214,-5.198175917486835e-07
fixed_product_adjust_kr,7,62.5,104.45011071971608,0.028721846050027384,0.050010142134939775,0.050010143532219234,2.7939921766935144e-06
fixed_product_adjust_kr,7,125.0,104.45011071971608,0.028721846050027384,0.050040556206216516,0.050040562571031476,1.2719312978004212e-05
fixed_product_adjust_kr,7,187.5,104.45011071971608,0.028721846050027384,0.05009120524314566,0.05009121987169663,2.9203831085277493e-05
fixed_product_adjust_kr,7,250.0,104.45011071971608,0.028721846050027384,0.05016202808609373,0.05016205426090424,5.218052680915418e-05
fixed_product_adjust_kr,7,312.5,104.45011071971608,0.028721846050027384,0.050252939219430984,0.050252980183698163,8.15161616734163e-05
fixed_product_adjust_kr,7,375.0,104.45011071971608,0.028721846050027384,0.050363829985851656,0.05036388895737952,0.00011709103116044713
fixed_product_adjust_kr,7,437.5,104.45011071971608,0.028721846050027384,0.05049456868608988,0.05049464883469629,0.00015872718292287032
fixed_product_adjust_kr,7,500.0,104.45011071971608,0.028721846050027384,0.050645002190149196,0.050645106660646234,0.00020627997338354192
fixed_product_adjust_kr,7,562.5,104.45011071971608,0.028721846050027384,0.050814954418032965,0.050815086250940035,0.00025943722390382663
fixed_product_adjust_kr,7,625.0,104.45011071971608,0.028721846050027384,0.051004231204550894,0.05100439341218816,0.000318027805606869
fixed_product_adjust_kr,7,687.5,104.45011071971608,0.028721846050027384,0.05121261790758813,0.051212813440576765,0.00038180627474790303
fixed_product_adjust_kr,7,750.0,104.45011071971608,0.028721846050027384,0.051439882225516834,0.051440113934726216,0.0004504466172107532
fixed_product_adjust_kr,7,812.5,104.45011071971608,0.028721846050027384,0.05168577604132469,0.05168604674849796,0.0005237556519448442
fixed_product_adjust_kr,7,875.0,104.45011071971608,0.028721846050027384,0.05195003240785262,0.05195034477007599,0.000601274357096357
fixed_product_adjust_kr,7,937.5,104.45011071971608,0.028721846050027384,0.05223237606697871,0.05223273277329002,0.0006829218545421083
